taxid	has_assembly	has_annotation	has_reads	genome_size	gc_content
41116	0	0	1		
41117	1	1	1	770089732	52.5
41120	0	0	1		
41122	1	0	0	28388732	49.5
41139	1	1	1	514957465	36.5
41180	0	0	1		
41182	0	0	1		
41190	0	0	1		
41195	0	0	1		
41210	1	1	1	2002919378	42
41220	0	0	1		
41226	0	0	1		
41228	1	0	1	1049386795	38.5
41230	0	0	1		
41233	1	0	1	480227434	34
41241	1	0	1	2949140773	42
41246	1	0	0	1409476466	37
41247	0	0	1		
41257	0	0	1		
41258	0	0	1		
41261	1	0	0	2462087207	42.5
41268	0	0	1		
41270	0	0	1		
41281	0	0	1		
41288	0	0	1		
41309	0	0	1		
41311	1	0	1	652498014	35
41363	0	0	1		
41375	1	0	1	169419899	38
41378	0	0	1		
41381	0	0	1		
41390	0	0	1		
41396	0	0	1		
41398	1	0	1	1007764254	34.5
41401	0	0	1		
41412	1	0	0	26777181	49
41413	0	0	1		
41414	1	0	0	28912890	49.5
41418	1	0	0	25637640	49
41426	1	1	1	2435083091	42
41427	1	1	1	277747802	45
41428	0	0	1		
41429	0	0	1		
41430	0	0	1		
41446	0	0	1		
41447	1	1	1	689705442	41
41456	1	0	1	27085814	45
41457	0	0	1		
41462	1	1	1	83484054	56.5
41468	0	0	1		
41478	0	0	1		
41486	0	0	1		
41492	1	0	1	1602721488	36.5
41496	1	1	1	1301655687	36.5
41500	1	1	1	3741354831	39.5
41502	0	0	1		
41506	0	0	1		
41522	0	0	1		
41526	0	0	1		
41535	0	0	1		
41537	0	0	1		
41554	0	0	1		
41568	0	0	1		
41571	0	0	1		
41574	0	0	1		
41578	1	0	1	1301745180	37.5
41592	0	0	1		
41596	0	0	1		
41604	0	0	1		
41608	0	0	1		
41620	0	0	1		
41631	0	0	1		
41641	0	0	1		
41648	0	0	1		
41650	0	0	1		
41653	1	1	1	2070495301	37
41655	0	0	1		
41668	1	0	1	25247492	29.5
41679	1	0	0	465105190	36.5
41688	1	1	1	37603105	51.5
41689	0	0	1		
41690	0	0	1		
41697	0	0	1		
41701	1	0	0	67827468	40.5
41725	1	1	1	31381522	49
41731	1	1	1	38710628	50
41734	1	0	1	77555685	49.5
41735	1	0	1	33332493	50
41742	1	1	1	37429956	50
41743	1	1	1	28335649	50.5
41746	1	0	0	34028019	49.5
41747	1	0	0	31672359	48.5
41749	0	0	1		
41750	0	0	1		
41752	0	0	1		
41753	0	0	1		
41755	0	0	1		
41757	1	1	1	37360539	45.5
41759	1	1	1	35254497	50.5
41761	1	1	1	30717846	51.5
41762	0	0	1		
41776	0	0	1		
41793	1	0	1	15771	32.5
41797	0	0	1		
41803	1	1	1	975849186	39
41804	1	1	0	32627605	47.5
41819	0	0	1		
41828	0	0	1		
41833	1	1	1	24894498	43
41834	0	0	1		
41835	1	0	0	694286847	38.5
41836	1	1	1	487538104	41.5
41839	1	0	1	287738765	33
41844	1	1	1	446787430	41
41848	0	0	1		
41854	0	0	1		
41871	0	0	1		
41875	1	1	1	36453262	49
41879	0	0	1		
41880	1	1	1	43744632	57.5
41882	1	0	1	441698809	54.5
41886	1	1	1	35352578	57
41895	1	1	1	149377654	32.5
41901	0	0	1		
41903	0	0	1		
41956	1	1	1	110261529	47
41959	0	0	1		
41961	0	0	1		
41962	0	0	1		
41974	0	0	1		
41975	0	0	1		
41982	0	0	1		
41984	1	1	1	39617346	47
41990	1	1	1	39834950	55.5
41994	0	0	1		
42017	0	0	1		
42026	1	1	1	192396522	42
42027	1	0	0	171842688	35.5
42028	1	0	1	233522359	37.5
42034	1	0	0	624287860	37.5
42035	0	0	1		
42036	0	0	1		
42038	0	0	1		
42039	0	0	1		
42041	0	0	1		
42042	0	0	1		
42043	1	0	1	370039588	37.5
42044	0	0	1		
42046	0	0	1		
42048	0	0	1		
42053	0	0	1		
42062	1	1	1	173158203	38
42063	1	0	1	178957960	41
42064	0	0	1		
42067	1	1	0	7639465	28.5
42068	1	1	1	8152515	28.5
42100	1	1	1	2371524154	41.5
42110	0	0	1		
42149	1	0	1	41649530	56
42155	1	1	0	64930714	30
42156	1	1	1	65863885	33.5
42157	1	1	1	95513350	29.5
42165	1	0	0	1558578040	41
42192	1	1	1	1903825920	32
42201	1	0	0	1597988068	41
42210	0	0	1		
42229	1	1	1	355749846	39.5
42231	1	0	0	76810040	30.5
42249	1	1	1	192781443	46.5
42251	1	1	1	97184993	46.5
42254	1	1	1	2423158183	43
42258	1	1	1	19013928	39
42260	1	1	0	10412516	40
42267	1	0	0	1139697994	35
42275	1	1	1	370420815	33
42288	1	1	1	443215375	34
42296	1	1	1	485524723	33
42327	1	0	0	35005573	53
42328	0	0	1		
42329	0	0	1		
42333	0	0	1		
42337	0	0	1		
42344	1	0	1	1883591751	40.5
42345	1	1	1	854663504	40.5
42361	1	0	0	37605921	44
42366	0	0	1		
42368	0	0	1		
42373	0	0	1		
42374	1	0	1	14313917	33
42375	1	1	1	44238927	48
42384	1	0	1	85142588	49.5
42394	1	0	1	1404964302	42
42395	0	0	1		
42409	1	0	0	3228206949	41
42410	1	1	1	2916547091	42.5
42413	0	0	1		
42415	1	1	1	2730600022	40
42429	0	0	1		
42433	0	0	1		
42434	1	1	1	566339288	37
42442	1	1	1	35621183	46
42452	0	0	1		
42458	1	0	1	35418858	43.5
42467	1	0	1	35103932	62.5
42469	1	0	0	11531250	51
42473	1	0	0	2335628	45
42486	1	0	1	981425270	41.5
42514	1	1	1	1285335786	
42520	0	0	1		
42526	1	1	1	2314107020	39.5
42528	1	0	1	1339467521	39.5
42529	0	0	1		
42551	1	0	0	55836581	47.5
42563	1	0	1	862056194	41.5
42569	1	0	1	4329924449	41
42636	1	1	1	988088817	44
42645	0	0	1		
42648	1	0	1	664595075	43.5
42653	0	0	1		
42659	1	0	0	20769135	51.5
42661	1	0	0	25052143	52
42663	1	0	0	1270618293	40
42665	1	0	0	56380608	43
42666	1	0	0	45394184	48
42668	1	0	0	42868150	48.5
42669	1	0	0	44062281	48.5
42671	1	0	0	52609907	47.5
42672	1	1	0	42092515	49
42673	1	1	0	51615029	47.5
42676	1	0	1	45877726	46.5
42677	1	1	0	51688366	50.5
42731	1	0	0	4258788792	38
42733	1	0	0	2144988	44
42736	1	0	1	183083947	35.5
42742	1	0	1	38636329	53.5
42746	1	0	0	52192279	27
42747	1	1	0	35674141	48.5
42750	0	0	1		
42752	0	0	1		
42754	0	0	1		
42758	0	0	1		
42805	1	0	1	38115118	44.5
42806	0	0	1		
42810	0	0	1		
42839	1	1	1	176573000	48
42844	0	0	1		
42854	1	0	0	107502057	40.5
42890	1	0	1	130023008	51.5
42892	1	0	1	1423324225	44
42893	0	0	1		
42896	1	0	0	288964812	44.5
43041	1	1	0	172658580	42.5
43042	1	0	0	1860116387	44
43046	1	0	1	1096413252	43
43049	1	1	1	43736635	54.5
43067	0	0	1		
43073	1	0	1	359518275	33
43075	1	0	1	70382651	34
43107	0	0	1		
43109	0	0	1		
43114	0	0	1		
43115	1	0	0	29020388349	44.5
43123	0	0	1		
43137	1	1	1	86439580	28
43138	1	1	1	87295513	23
43139	0	0	1		
43142	1	0	0	55543795	50
43146	1	1	1	326023155	27.5
43147	0	0	1		
43150	1	1	1	1105955550	42.5
43151	1	1	1	182374286	48
43163	1	0	0	1149757738	42
43165	1	0	0	1089970646	42
43166	1	0	1	308630158	34.5
43168	0	0	1		
43171	1	1	1	763536397	38
43173	0	0	1		
43178	0	0	1		
43179	1	1	1	3144977123	40.5
43186	0	0	1		
43206	1	0	1	1516973187	37
43209	0	0	1		
43210	0	0	1		
43211	0	0	1		
43215	1	0	0	41329147	49
43256	1	1	1	941503312	42
43258	1	0	1	586494486	44.5
43260	0	0	1		
43265	1	1	0	37054906	53
43276	0	0	1		
43284	0	0	1		
43287	0	0	1		
43296	0	0	1		
43311	1	0	0	1105963355	42
43316	1	1	0	1172993239	42.5
43321	1	0	1	2834814551	40.5
43332	1	0	1	2584693296	41.5
43335	1	1	1	416395670	33.5
43337	1	1	1	1065114528	38
43341	1	1	1	951685553	35.5
43346	1	1	0	2953606000	42
43352	0	0	1		
43364	1	0	0	513587473	37
43366	1	1	1	1724636994	36.5
43368	0	0	1		
43388	0	0	1		
43399	1	0	1	1153366130	36
43433	1	1	1	38357564	54.5
43455	1	1	0	1152571117	41
43465	1	0	0	1199816934	41.5
43466	1	0	0	1232225125	42
43471	0	0	1		
43490	1	0	1	1276284512	42.5
43514	1	1	1	3336091145	41
43518	1	0	0	1214435242	41.5
43522	0	0	1		
43551	1	0	0	1275893172	41.5
43563	1	1	1	3657511227	43
43566	1	1	1	4745552136	42
43575	1	0	1	619292997	36.5
43579	1	0	0	2910708760	43.5
43580	1	0	0	1149599252	41.5
43581	1	0	1	1143494826	42.5
43583	1	1	0	1543931415	44
43593	1	0	1	2469021284	42.5
43597	0	0	1		
43620	1	0	0	1906508306	40.5
43629	0	0	1		
43639	0	0	1		
43647	0	0	1		
43650	0	0	1		
43679	1	0	1	153014204	38
43686	0	0	1		
43689	1	1	1	848827444	41
43695	0	0	1		
43696	0	0	1		
43700	1	1	1	756960281	41
43703	0	0	1		
43710	0	0	1		
43711	1	0	1	217784944	34
43725	0	0	1		
43777	1	0	1	3051940974	41
43778	1	0	0	2742496074	41
43780	1	1	0	3050434315	41
43782	1	1	1	711048948	36.5
43853	1	0	1	391319776	35.5
43872	0	0	1		
43879	0	0	1		
43891	1	0	1	248240892	33
43909	0	0	1		
43925	0	0	1		
43926	0	0	1		
43935	1	1	1	232432973	53
43939	0	0	1		
43946	0	0	1		
43958	1	0	1	16590907	34.5
43959	1	1	1	20756764	38
43962	1	0	0	18419784	41
43963	1	0	0	41295859	37
43968	1	0	0	18235016	38
43970	1	0	0	14858486	41
43972	1	0	0	15634934	46
43974	1	0	0	13122678	48
43975	1	0	0	14908187	29
43976	1	0	0	24124997	38
43981	1	0	0	19110812	42.5
43982	1	1	0	32603172	37.5
43983	1	0	0	14304541	31
43984	1	0	0	17688445	35
43985	1	1	0	23394681	36
43993	0	0	1		
43998	1	0	1	22090251	31
44015	1	0	0	1694090375	33.5
44029	0	0	1		
44030	0	0	1		
44056	1	1	1	73614722	70.5
44058	0	0	1		
44065	1	0	0	22956887	38.5
44066	1	0	0	31278289	59.5
44067	1	0	0	14477384	44.5
44068	1	0	0	24554276	28
44070	1	0	0	17490874	28
44071	1	0	0	18112091	35.5
44072	1	0	0	13192792	48
44073	1	0	0	16939003	43.5
44074	1	0	1	24414705	39.5
44075	1	0	0	21921840	44.5
44076	1	0	0	22630279	40
44078	1	0	0	15199412	41
44079	1	0	0	15939567	43
44080	1	0	1	14265609	34
44082	1	0	0	23266441	37.5
44085	1	0	0	17428914	30.5
44089	1	1	0	13137153	65
44090	1	0	0	16186289	40
44091	1	0	0	16321858	40
44092	1	0	0	16811652	38
44093	1	1	0	20609321	47.5
44170	0	0	1		
44199	0	0	1		
44234	0	0	1		
44239	0	0	1		
44267	0	0	1		
44271	1	0	0	35326942	57
44316	1	1	1	1070785140	42
44318	1	0	1	1228344903	43
44322	1	0	0	10348905	63
44375	0	0	1		
44383	1	0	1	27201902	46.5
44386	1	1	1	7362360965	47.5
44391	1	0	1	1113638239	43
44393	0	0	1		
44394	1	1	1	1278921982	44
44397	1	0	1	1938102026	45
44398	1	1	0	1162015399	43
44411	1	0	0	36065887	48.5
44412	1	1	1	46521357	48
44414	1	0	1	214233232	50.5
44415	1	1	0	72240319	47.5
44416	1	0	0	62832469	50
44422	0	0	1		
44431	0	0	1		
44434	0	0	1		
44440	0	0	1		
44442	1	1	0	26980624	43
44445	0	0	1		
44447	1	0	1	34060633	45.5
44452	0	0	1		
44476	1	0	0	459474580	36.5
44477	1	0	1	227075953	32.5
44489	1	1	1	2356570494	45.5
44507	1	0	0	2642177504	45
44522	1	0	0	2096928129	43
44573	0	0	1		
44586	1	0	1	2660677618	34.5
44588	1	0	1	3565323611	34
44597	1	0	1	1495912614	33.5
44603	0	0	1		
44606	0	0	1		
44608	1	0	1	45838881	45
44609	1	0	1	44583047	44
44614	0	0	1		
44617	1	0	0	63910807	46.5
44622	1	0	0	42304657	49
44623	1	0	0	41402147	47.5
44634	0	0	1		
44645	1	1	1	77565334	41.5
44651	0	0	1		
44659	1	0	0	568542706	30
44664	1	0	1	421653251	30
44668	1	0	1	397852643	30
44670	1	1	1	480811620	30
44679	1	0	1	1126058101	35.5
44680	1	0	1	6520083204	35
44681	0	0	1		
44682	1	0	1	1965478827	35
44684	0	0	1		
44685	1	0	1	2028856204	34
44689	1	1	1	35784004	23
44697	1	0	1	2547527059	41.5
44698	1	0	1	761094349	38.5
44707	0	0	1		
44709	0	0	1		
44710	0	0	1		
44720	1	0	0	1339194119	39.5
44722	0	0	1		
44724	0	0	1		
44725	0	0	1		
44727	0	0	1		
44729	0	0	1		
44732	0	0	1		
44735	1	0	0	1441227104	40
44745	1	1	1	365773732	59.5
44932	1	1	1	585721199	46
44941	1	1	1	567860885	29
44944	0	0	1		
44947	1	0	1	1132240410	36.5
44951	1	0	1	571388321	35
44971	0	0	1		
44972	0	0	1		
45002	0	0	1		
45004	0	0	1		
45005	0	0	1		
45043	0	0	1		
45061	0	0	1		
45091	0	0	1		
45130	1	1	1	38203168	49
45132	0	0	1		
45133	1	1	1	51872635	57
45134	1	1	0	43226643	56.5
45145	1	0	0	55521496	45.5
45151	1	1	1	42003943	51
45154	1	0	0	29391456	52.5
45157	1	0	1	16248422	55
45164	0	0	1		
45171	0	0	1		
45172	0	0	1		
45173	0	0	1		
45176	1	0	0	764972960	38
45179	0	0	1		
45206	0	0	1		
45211	0	0	1		
45234	0	0	1		
45235	1	1	0	22985095	59.5
45249	1	1	1	271598466	36
45264	1	1	1	475381253	39
45277	1	0	0	37625230	53
45280	1	0	0	24279273	55
45286	1	1	0	8922523	40
45303	1	1	0	36515125	50
45314	0	0	1		
45318	1	0	0	759901867	38.5
45322	0	0	1		
45324	0	0	1		
45325	1	0	1	754676480	33
45326	0	0	1		
45339	0	0	1		
45341	1	0	1	39037733	53.5
45342	1	0	1	36823513	50.5
45346	1	0	1	40783827	55.5
45351	1	1	1	356613585	40.5
45352	0	0	1		
45354	1	1	1	13140237	43.5
45357	1	1	1	13312851	45
45365	0	0	1		
45372	0	0	1		
45384	0	0	1		
45396	0	0	1		
45423	0	0	1		
45428	1	1	1	46286790	45
45438	1	0	1	5150352190	44
45450	1	0	1	295134161	27.5
45464	1	1	1	700607159	45
45474	0	0	1		
45479	1	0	0	2674371627	40
45480	1	0	0	2560959361	40
45482	0	0	1		
45501	1	0	0	10814625	37
45502	1	0	0	10517128	41
45504	1	0	0	11083848	37
45506	1	0	0	11092175	37.5
45509	1	0	0	12370549	43.5
45510	1	0	0	11046532	43
45511	1	0	0	11251143	39
45512	1	0	1	14817078	41
45513	1	1	0	12225988	38.5
45514	1	0	0	11133042	41
45515	1	0	0	20957609	34
45516	1	0	0	13024295	33
45517	1	0	1	22234872	42.5
45518	1	0	0	10658036	34
45521	1	0	0	11581361	39
45522	1	0	0	11478028	39
45524	1	0	0	14793280	55
45525	1	0	0	16089789	44.5
45526	1	0	0	11158732	48
45529	1	0	0	12047923	29.5
45533	1	0	0	11557245	43
45535	1	0	0	21056743	38.5
45537	1	1	0	14698548	53.5
45538	1	0	0	13917265	41.5
45539	1	0	0	15199552	46
45541	1	0	0	10671696	40
45542	1	0	0	10987301	38.5
45543	1	0	0	10842817	36.5
45547	1	0	1	8502509	52.5
45548	1	0	0	13952948	32.5
45549	1	0	0	11039384	39.5
45550	1	0	1	10064625	52.5
45551	1	0	0	12821189	38
45552	1	0	0	11774680	32
45553	1	0	0	9633383	52
45554	1	0	0	12484730	41
45555	1	0	0	9518003	56.5
45558	1	0	0	12176763	49.5
45559	1	0	0	16143423	34
45560	1	0	0	10952886	36.5
45561	1	0	0	11674242	46
45562	1	0	0	7201379	40.5
45565	1	0	0	14179636	37.5
45567	1	0	0	11463994	32
45568	1	0	0	14424561	44
45569	1	0	0	10334187	32.5
45571	1	0	0	15063191	36.5
45573	1	0	1	14047882	41.5
45574	1	0	0	12870218	40
45575	1	0	0	18634844	39
45577	1	0	0	11241723	36.5
45579	1	1	0	13812887	39.5
45582	1	0	0	13068897	35.5
45583	1	0	0	13993616	36
45587	1	0	0	13289703	46.5
45588	1	0	0	15046649	31.5
45589	1	0	0	17147083	40
45593	1	0	0	13777526	37
45594	1	0	0	9523293	47.5
45595	1	0	0	13987845	40.5
45597	1	0	0	14922656	41
45599	1	0	0	10934453	51
45600	1	0	0	10327406	53.5
45601	1	0	0	12774737	53
45603	1	0	0	11346409	44.5
45606	1	0	0	19840937	38
45607	1	1	0	9393740	39.5
45609	1	0	0	15562028	48
45614	1	0	0	12438055	30
45615	1	0	0	12809757	30.5
45619	1	0	1	1002677761	46
45621	1	0	0	302084719	37
45623	1	0	1	5811227458	43.5
45626	0	0	1		
45628	0	0	1		
45630	0	0	1		
45632	0	0	1		
45633	1	0	0	1102558708	41.5
45637	1	1	1	1199769404	41
45638	1	0	1	1135579969	41.5
45639	1	0	0	1142226299	41.5
45642	1	0	0	1115320975	41.5
45644	0	0	1		
45646	0	0	1		
45648	1	0	0	1266632736	41.5
45679	0	0	1		
45687	0	0	1		
45689	0	0	1		
45690	0	0	1		
45691	1	0	1	939492075	33.5
45748	1	0	1	678469528	41.5
45779	1	0	1	374815656	35.5
45783	1	0	0	706522313	40
45784	0	0	1		
45788	1	0	1	8470812	49
45790	1	0	0	13394498	38
45792	1	1	0	13579278	44
45794	1	0	1	16653856	44.5
45796	1	0	0	65289438	19
45797	0	0	1		
45800	1	0	0	1073392020	42
45801	1	0	0	1085291058	42
45802	0	0	1		
45807	1	1	0	1043123529	42
45810	0	0	1		
45816	0	0	1		
45831	0	0	1		
45833	0	0	1		
45834	1	1	1	946304905	36
45835	0	0	1		
45836	0	0	1		
45837	0	0	1		
45838	0	0	1		
45839	1	0	1	898389072	37
45840	0	0	1		
45842	0	0	1		
45843	0	0	1		
45845	0	0	1		
45847	1	0	0	30626354	53.5
45882	1	1	1	51504795	33.5
45929	1	0	1	126586269	37
45931	1	0	1	61636393	41.5
45934	1	0	1	119456437	40.5
45936	1	0	0	227248964	32
45938	0	0	1		
45948	0	0	1		
45949	1	0	1	662517	35
45954	1	1	1	1797942340	35
45971	0	0	1		
45985	1	0	1	3129694774	42
45988	1	0	1	4700441	38.5
45991	0	0	1		
46003	0	0	1		
46008	0	0	1		
46012	1	0	1	65195707	51.5
46028	1	0	0	9549397	46
46029	0	0	1		
46032	1	1	0	369139995	37.5
46052	0	0	1		
46056	1	0	1	1176560925	38
46066	0	0	1		
46078	1	0	0	1450095	42
46089	0	0	1		
46091	0	0	1		
46093	0	0	1		
46100	0	0	1		
46105	0	0	1		
46107	0	0	1		
46118	1	0	1	304398433	37.5
46132	0	0	1		
46142	0	0	1		
46147	1	0	1	1134782496	37.5
46150	0	0	1		
46154	0	0	1		
46167	1	0	1	2331324105	41.5
46168	1	0	0	12514726	46.5
46208	0	0	1		
46218	1	1	1	974500481	41.5
46219	1	0	0	2300452624	43
46244	0	0	1		
46245	1	0	1	164662283	45
46247	0	0	1		
46252	1	0	0	11074207	46
46259	1	0	1	640404081	40
46260	1	0	0	693314659	40.5
46264	1	0	0	1290508616	40
46267	1	0	0	1263809361	39
46271	0	0	1		
46286	0	0	1		
46287	1	0	0	1324550020	38
46295	0	0	1		
46304	0	0	1		
46305	0	0	1		
46325	1	1	0	497056880	35
46347	0	0	1		
46360	1	1	0	3438623608	41.5
46361	1	0	0	10097360	54
46367	0	0	1		
46397	0	0	1		
46403	0	0	1		
46405	0	0	1		
46415	0	0	1		
46417	0	0	1		
46433	1	1	0	101867045	35
46435	1	0	1	135019814	39
46452	0	0	1		
46460	0	0	1		
46462	0	0	1		
46472	1	0	1	35864449	49.5
46478	0	0	1		
46481	0	0	1		
46510	0	0	1		
46513	1	1	1	1020009783	41
46514	1	1	1	811028858	40
46515	1	0	1	422829757	41.5
46519	1	0	0	949333185	40.5
46523	0	0	1		
46524	0	0	1		
46550	1	0	0	1208017121	42
46573	0	0	1		
46578	1	0	0	707394168	40.5
46582	1	0	0	11424057	49
46583	1	0	0	13273102	45.5
46584	1	0	0	10855217	47.5
46585	1	0	0	13085940	43.5
46595	1	1	1	1512304043	42.5
46598	0	0	1		
46605	0	0	1		
46612	0	0	1		
46634	1	1	1	54064871	51.5
46681	0	0	1		
46685	0	0	1		
46686	1	1	1	426326548	39
46689	1	0	1	1102568489	42
46696	1	0	1	830821469	39.5
46700	1	0	1	875834287	39
46704	1	1	1	715855090	39.5
46705	0	0	1		
46714	0	0	1		
46720	0	0	1		
46730	0	0	1		
46731	1	1	1	471576945	37.5
46732	1	1	1	347233126	38
46745	1	1	1	567871061	40
46748	1	1	1	651363123	39
46750	1	0	1	434157806	39.5
46758	0	0	1		
46760	0	0	1		
46766	0	0	1		
46776	0	0	1		
46788	0	0	1		
46789	0	0	1		
46790	1	0	1	221733993	37.5
46791	1	0	0	184689537	37.5
46792	1	0	1	212412242	37
46793	1	0	1	321171226	38
46794	1	1	1	211044749	38
46797	1	0	0	135440990	39
46800	0	0	1		
46804	1	0	0	145337310	39
46809	1	0	0	154366779	39
46811	1	0	1	136888118	39
46814	0	0	1		
46817	1	0	0	136911074	38.5
46821	1	0	0	134422799	39
46822	1	0	0	135527899	39.5
46827	1	0	1	145162732	39.5
46828	1	0	0	136222105	39.5
46829	1	1	1	162256393	41
46834	1	0	0	160037880	40
46835	1	1	1	1347749759	44.5
46836	0	0	1		
46838	0	0	1		
46844	1	1	1	2426370816	42
46895	1	0	0	150463076	39
46901	0	0	1		
46945	0	0	1		
46946	0	0	1		
46947	0	0	1		
46948	0	0	1		
46950	1	0	1	590634631	56
46959	0	0	1		
46961	0	0	1		
46962	0	0	1		
46964	0	0	1		
46965	0	0	1		
46968	0	0	1		
46969	1	1	1	243091176	36
46996	0	0	1		
47010	1	0	1	139847703	39
47058	0	0	1		
47065	0	0	1		
47068	0	0	1		
47073	1	1	1	316614063	39
47080	0	0	1		
47082	0	0	1		
47083	1	0	1	976293405	35.5
47085	1	1	1	575430454	34
47088	1	0	0	643914008	33
47101	0	0	1		
47108	0	0	1		
47118	0	0	1		
47177	1	0	0	2207294751	40.5
47178	1	0	0	2123586239	41
47180	1	0	0	2340865962	41
47183	1	0	0	49538203	50.5
47187	0	0	1		
47195	1	0	0	58478920	46.5
47205	1	1	1	58392066	48
47212	0	0	1		
47213	1	1	1	144183925	45
47230	1	0	0	2620579938	41.5
47235	1	1	0	40706343	44
47236	1	1	0	42091834	46
47245	0	0	1		
47247	0	0	1		
47266	1	1	0	48829040	44.5
47278	1	1	1	33892147	52.5
47281	1	1	1	142143002	67
47282	0	0	1		
47286	0	0	1		
47287	0	0	1		
47288	0	0	1		
47289	0	0	1		
47290	0	0	1		
47292	0	0	1		
47294	0	0	1		
47308	1	0	1	1003738541	41.5
47313	1	0	0	179618447	40.5
47314	1	1	1	177223868	40
47315	1	0	0	205806029	41.5
47316	1	0	1	236794385	40
47424	0	0	1		
47425	1	1	1	71689880	48.5
47426	1	0	1	75519607	47.5
47427	1	1	1	87305441	47.5
47428	1	1	1	66148026	48
47429	1	1	1	70852771	48
47430	1	1	1	40598130	47
47445	0	0	1		
47446	0	0	1		
47456	0	0	1		
47528	0	0	1		
47539	0	0	1		
47542	1	0	0	421624832	38
47553	0	0	1		
47559	0	0	1		
47561	0	0	1		
47562	1	0	1	3601064058	43.5
47564	0	0	1		
47582	0	0	1		
47600	1	1	1	1202738338	34
47602	1	1	1	1448113609	35
47615	1	0	1	538061146	33.5
47617	1	0	1	552362197	33.5
47620	1	0	0	555992597	33
47621	1	1	1	1743386794	36.5
47622	1	0	1	1605310299	36
47623	0	0	1		
47633	1	0	1	2261080708	36.5
47654	0	0	1		
47662	1	0	0	46748369	59.5
47664	1	0	1	394621319	34.5
47665	0	0	1		
47672	0	0	1		
47692	1	1	1	1060480557	42
47695	1	1	0	1058972301	42
47700	0	0	1		
47701	0	0	1		
47706	1	0	1	659225728	41
47709	0	0	1		
47711	0	0	1		
47712	1	0	1	789345060	41.5
47721	1	1	1	52434773	50.5
47724	1	0	1	3524608343	45
47729	0	0	1		
47741	1	0	0	35593152	44.5
47742	0	0	1		
47752	1	0	1	43078696	44.5
47755	1	0	0	42134144	49
47756	1	0	0	43290262	48.5
47767	1	0	1	600003184	38
47773	1	0	1	702652060	35.5
47774	0	0	1		
47775	1	1	1	103829650	60
47776	0	0	1		
47779	0	0	1		
47781	0	0	1		
47783	0	0	1		
47784	0	0	1		
47785	0	0	1		
47786	0	0	1		
47788	0	0	1		
47790	1	1	1	135779852	66
47801	1	0	0	39194522	41
47802	1	0	0	25813751	50
47803	1	1	0	43389320	48.5
47887	1	0	0	102020652	23.5
47889	1	0	1	104195620	19.5
47894	1	0	1	117364986	20
47897	1	0	1	88555309	18
47906	0	0	1		
47911	1	0	1	121907241	22.5
47934	0	0	1		
47963	0	0	1		
47965	1	0	1	1210288754	35.5
47966	0	0	1		
47968	0	0	1		
47969	1	1	1	1237756756	40.5
47970	0	0	1		
47982	0	0	1		
48021	1	1	1	37987417	54.5
48022	0	0	1		
48026	1	0	1	926431048	35.5
48027	0	0	1		
48032	0	0	1		
48034	0	0	1		
48042	1	0	1	4361588700	34.5
48086	1	0	1	3123271264	44
48095	1	1	1	35741899	50.5
48097	1	1	1	34756390	51
48098	1	0	1	32989564	51
48100	1	0	1	32828056	51
48101	0	0	1		
48105	0	0	1		
48106	1	0	1	455585504	34.5
48117	0	0	1		
48119	0	0	1		
48131	0	0	1		
48135	0	0	1		
48139	1	1	1	2365774835	42
48140	1	1	1	41214235	58.5
48141	0	0	1		
48142	0	0	1		
48144	1	1	1	19733138543	30
48146	0	0	1		
48147	1	0	0	13095064	52.5
48148	1	0	0	12007681	51
48150	1	0	0	1247501225	43.5
48154	1	0	0	1282834378	44
48155	1	1	1	1066786587	42
48156	1	0	0	1129113591	41.5
48157	0	0	1		
48166	0	0	1		
48167	1	0	0	2302887121	42
48168	0	0	1		
48169	0	0	1		
48171	1	1	1	717403240	42.5
48191	1	0	1	705026229	42
48193	1	1	1	658524508	42
48231	1	0	0	225547060	37
48233	0	0	1		
48234	1	0	1	1108277018	30
48238	0	0	1		
48240	1	0	0	362015178	35
48242	1	0	1	605774001	33.5
48245	0	0	1		
48250	0	0	1		
48253	1	0	0	1334025125	42.5
48254	1	1	0	9514834	46
48255	1	0	0	11000338	41
48269	1	1	1	394892635	34.5
48277	1	1	0	1167479976	42.5
48278	1	1	0	1089119258	41.5
48279	0	0	1		
48320	1	0	0	133869088	39
48324	1	0	0	134572475	39
48327	1	0	0	136253112	39
48335	1	0	0	153852709	38.5
48348	1	0	0	135524161	39
48352	1	0	0	135378084	39.5
48355	1	0	0	149049370	39.5
48386	1	0	1	1258994547	35.5
48387	1	0	1	119348994	49.5
48394	1	0	0	17208556	38.5
48396	1	1	0	1021424416	42
48397	1	0	0	1183613454	41.5
48416	1	1	1	663017713	43
48417	0	0	1		
48420	1	0	0	2423180524	41.5
48426	1	1	0	1169290544	42
48427	1	1	1	1256393467	42.5
48435	1	1	1	1367945121	44
48484	1	1	1	45959734	48.5
48485	1	1	0	45752990	48.5
48486	1	0	0	43779518	48
48487	1	0	0	43933904	48.5
48488	1	0	0	42451739	49
48490	1	1	1	47401752	47
48491	1	0	0	43124130	49
48492	1	0	0	49594271	48
48493	1	0	0	46528639	48
48495	1	1	0	42829214	49
48496	1	0	0	46511936	49
48498	1	1	1	493920580	39.5
48499	1	1	1	588337483	39.5
48500	1	0	1	551315961	40
48507	1	1	0	43161494	48.5
48517	0	0	1		
48518	0	0	1		
48524	0	0	1		
48526	0	0	1		
